import time: self [us] | cumulative | imported package
import time:      1877 |       1877 |       pandas.io.sql
import time:      1249 |       1249 |       pandas.io.xml
import time:      1523 |      37455 |     pandas.io.api
import time:      1005 |       1005 |     pandas.util._tester
import time:       809 |        809 |     pandas._version_meson
import time:      2443 |    1156843 |   pandas
import time:      1484 |       1484 |       tempfile
import time:      2090 |       2090 |       dotenv.parser
import time:      1300 |       1300 |       dotenv.variables
import time:      1971 |       6843 |     dotenv.main
import time:      2068 |       8910 |   dotenv
import time:      1476 |       1476 |     starlette
import time:      2059 |       2059 |     starlette.status
import time:       998 |        998 |         annotated_doc.main
import time:      1547 |       2545 |       annotated_doc
import time:      2076 |       2076 |           email
import time:      1170 |       1170 |           quopri
import time:      1067 |       1067 |             email._parseaddr
import time:      1020 |       1020 |               email.base64mime
import time:       980 |        980 |               email.quoprimime
import time:      1438 |       1438 |               email.errors
import time:      1308 |       1308 |               email.encoders
import time:      1358 |       6102 |             email.charset
import time:      1332 |       8500 |           email.utils
import time:      1887 |       1887 |             email.header
import time:      1319 |       3205 |           email._policybase
import time:      1458 |       1458 |           email._encoded_words
import time:      1206 |       1206 |           email.iterators
import time:      2329 |      19942 |         email.message
import time:      2359 |       2359 |             anyio._core
import time:      1888 |       4247 |           anyio._core._contextmanagers
import time:      1070 |       1070 |             anyio._core._exceptions
import time:       909 |        909 |               sniffio._version
import time:      1060 |       1060 |               sniffio._impl
import time:      2138 |       4106 |             sniffio
import time:      1297 |       6472 |           anyio._core._eventloop
import time:      2134 |       2134 |                 anyio.abc._eventloop
import time:      1197 |       1197 |                 anyio.abc._resources
import time:      2011 |       2011 |                   anyio._core._typedattr
import time:     22294 |      22294 |                       typing_extensions
import time:      1359 |      23652 |                     anyio.abc._tasks
import time:      2578 |      26230 |                   anyio.abc._streams
import time:      1968 |      30207 |                 anyio.abc._sockets
import time:      1391 |       1391 |                 anyio.abc._subprocesses
import time:      1439 |       1439 |                 anyio.abc._testing
import time:      2316 |       2316 |                   anyio.lowlevel
import time:      1711 |       1711 |                   anyio._core._tasks
import time:      1125 |       1125 |                   anyio._core._testing
import time:      4598 |       9747 |                 anyio._core._synchronization
import time:      2241 |       2241 |                 anyio.from_thread
import time:      1668 |      50023 |               anyio.abc
import time:       944 |      50966 |             anyio.to_thread
